32770,94,29292
43498,93,223994
37678,93,440417
33715,93,67948
2139908,93,16982
96524,92,325909
34063,92,86521
33782,92,74401
26154,92,107165
43496,91,718948
37472,91,54058
34968,91,1863328
33297,91,50249
317084,91,693422
17801,91,52306
12611632,91,21326
6848792,90,21090
33058,90,620617
13427776,90,116989
76619,89,88097
43015,89,361980
18610,89,51412
12999456,89,13455
43501,88,474870
39948,88,324981
36509,88,168762
35641,88,47951
13412184,88,20941
657151,87,777641
53054,87,280903
5241844,87,72958
49418,87,245361
38935,87,79830
37658,87,19446
66658,86,270670
538546,86,27153
38914,85,51807
36715,85,427850
35002,85,23925
34477,85,595889
33105,85,1561220
12388,85,383139
41577,84,27226
36890,84,140475
35288,84,19336
35261,84,50526
33717,84,20883
32963,84,97986
32893,84,420667
133614,84,19724
265567,83,939396
132489,83,122847
49239,82,240432
41949,82,66619
37383,82,43383
50033,81,111121
33748,81,1427247
33113,81,132592
33102,81,352113
25057,81,25659
133395,81,104626
13043536,81,48741
12704,81,17352
529409,80,26149
40513,80,24122
36385,80,18205
33298,80,25365
33268,80,89961
211792,80,14542
140952,80,11649
53633,79,22726
37858,79,46981
36205,79,155207
34343,79,11991
33472,79,30025
33091,79,47651
33049,79,117799
33973,78,11848
33001,78,28332
22066,78,142170
35128,77,925187
41729,76,375960
37178,76,2209318
34421,76,373929
3249350,76,24235
75273,75,537788
33698,75,168796
32907,75,9834
24731,75,90846
13116104,75,12417
838577,74,14703
830423,74,17691
13156584,74,18329
425213,73,41056
40569,73,62009
38175,73,11950
35220,73,17222
13715224,73,264527
13429648,73,7693
6292196,72,500334
50003,72,26749
41244,72,21205
36740,72,38215
33295,72,36467
32865,72,1277427
24772,72,93797
14077,72,97222
36355,71,540248
35954,71,56289
35147,71,7555111
84488,70,282432
43499,70,54629
33486,70,17722
32820,70,40677
266534,70,21452
12620440,70,10918
12616968,70,29668
12605552,70,19431
582512,69,9475
40551,69,498892
38919,69,62737
35956,69,196549
35279,69,17656
6316540,68,488812
50838,68,18083
49169,68,220707
41966,68,38294
39177,68,866185
205318,68,23258
66147,67,120817
40352,67,559866
39777,67,55271
36306,67,63302
35565,67,30872
33518,67,40241
32891,67,10409
140776,67,18287
12614376,67,16823
12594160,67,4842
84705,66,285457
7035,66,343601
41346,66,11996
38931,66,144622
34000,66,467727
153267,66,25770
36012,65,2451588
35949,65,30819
35675,65,209425
3362,65,88428
275470,65,155545
146039,65,2155250
1077483520,65,14151
8801144,64,142758
37527,64,391876
34465,64,224387
33096,64,142931
33011,64,22178
32830,64,83089
12593744,64,49527
66079,63,74453
52693,63,16696
37729,63,736521
35581,63,41066
35164,63,1701422
33142,63,76553
3254796,63,13032
12713984,63,11978
812343,62,18750
6316492,62,50350
55352,62,8813
49548,62,31766
423580,62,74513
37726,62,4925
35806,62,25442
35058,62,1039272
33343,62,30606
2141228,62,39260
205335,62,27298
5645360,61,200907
39903,61,505985
35998,61,48511
34458,61,30306
3424396,61,16115
33753,61,10594
25916,61,33966
213462,61,48749
52701,60,51846
39749,60,54666
37331,60,13311
36321,60,225627
36238,60,14932824
35957,60,206861
35221,60,305634
6760,59,502566
41871,59,29075
36049,59,54632
35120,59,19505
34976,59,5835
3146782,59,29607
12597888,59,38937
421034,58,65549
418338,58,87590
33774,58,11821
33464,58,458819
24789,58,71233
1579115,58,2176826
12635104,58,33505
52635,57,76648
35664,57,71306
33998,57,372310
43099,56,9299
418663,56,17386
41054,56,54810
41034,56,81853
39779,56,309850
35670,56,10620
34523,56,261167
13619848,56,9188
13474816,56,475014
12620472,56,16901
53020,55,2422
35424,55,30377
35262,55,45631
32986,55,29548
32954,55,184455
32854,55,54500
1706179,55,4909
12584296,55,49938
39006,54,20010
33729,54,44777
32974,54,15713
9465,53,28231
42248,53,20659
40445,53,48304
38610,53,56856
36877,53,40378
36584,53,10237
33035,53,35937
104819,53,10901
72182,52,19138
6575,52,8569
50171,52,47079
33040,52,159157
13391288,52,30182
132425,52,299011
7000,51,216046
6762,51,29790
538550,51,17819
43497,51,56291
37679,51,43929
36329,51,10213
35377,51,26203
33995,51,444151
33446,51,11455
33339,51,2147212
33089,51,14197
137428,51,11766
885919,50,213780
7036,50,40438
6996888,50,115527
50770,50,53859
38978,50,31597
37037,50,196939
36383,50,11106
35560,50,34737
34452,50,13442
33996,50,31354
33497,50,5235
33334,50,11873
32982,50,33809
16993264,50,12009667
1663917,50,4460
134560,50,228130
41273,49,32362
40254,49,274583
37949,49,244740
35176,49,31763
34464,49,11553
34333,49,9259
34033,49,9658
33788,49,2298620
33514,49,24674
33372,49,37961
12585992,49,106586
88059,48,235071
67342592,48,9688
538555,48,40281
41269,48,41786
40531,48,197666
36000,48,6488
35520,48,18695
65641,47,19397
538741760,47,3356
38756,47,6100
36070,47,46851
35405,47,7521
35270,47,50603
3385840,47,11554
33200,47,49314
604128,46,55704
4213840,46,5410
42051,46,27603
38561,46,996604
36901,46,4668
36318,46,347535
35236,46,10947
35226,46,38542
34455,46,49123
34375,46,39312
33384,46,74420
33239,46,10853
33125,46,27277
263579,46,2945
24802,46,27601
200201,46,15649
132488,46,17405
13018008,46,53960
8559752,45,9585
7859,45,338627
397021,45,69339
37829,45,8592
36844,45,44010
36126,45,122681
35984,45,9752
35766,45,11065
35406,45,12750
35366,45,450152
33375,45,18108
3146542,45,9273
24806,45,30949
17589,45,1139708
13496008,45,22414
13305160,45,6665
132426,45,66384
131831,45,25650
65717,44,205951
6311188,44,27397
52853,44,17098
38601,44,33958
38286,44,6523
34039,44,46196
137207,44,597715
836578,43,220370
51331,43,5738
41848,43,32874
39140,43,28231
35530,43,15208
35094,43,39897
34984,43,12318
34459,43,88632
34338,43,19826
32868,43,177225
150896,43,28652
150317,43,95330
131400,43,3578796
12610576,43,28055
1234848,43,21687
813606,42,7946
77081,42,259455
42372,42,157578
36310,42,44133
35511,42,16793
35126,42,4150
34496,42,11417
34038,42,23949
32816,42,113722
208892,42,182014
137734,42,17948
13095952,42,73449
79423,41,118848
77946,41,2828448
69963,41,43119
6325564,41,2278296
39962,41,34872
397548,41,6244
38929,41,489842
36960,41,10062
36043,41,14360
35981,41,50443
35428,41,15935
35222,41,8942
35217,41,3135
34049,41,81956
33462,41,27027
33185,41,872858
2187572,41,19027
50774,40,25748
49344,40,19855
40882,40,829756
40797,40,23194
38603,40,16363
37565,40,14994
36236,40,79067
35022,40,37549
32918,40,83407
2554244,40,3496334
142641,40,78672
12642168,40,422118
12633400,40,6572
856355,39,31034
811985,39,11017
6296816,39,22684
40992,39,7213
38990,39,39719
35365,39,174276
34053,39,4907
12620656,39,18788
12602544,39,155838
11053320,39,2768
109015,39,176211
1064358,39,55083
888729,38,22787
811185,38,4642
658388,38,17490
6310260,38,179600
39976,38,125733
35294,38,18988
33719,38,7256
33649,38,36579
33439,38,40282
33136,38,64888
32941,38,9207
32814,38,87104
18060,38,25362
145277,38,85662
135849,38,44063
13503504,38,15086
705669,37,131216
49410,37,171434
43139,37,169237
39259,37,21536
35952,37,23089
35401,37,29255
35124,37,4218
34380,37,160034
338747,37,7172
18330,37,12618
137733,37,35735
12617744,37,14998
12601240,37,10120929
8432496,36,1700917
66277,36,8591
595790,36,593968
49460,36,2114
40922,36,32077
408165,36,66417
39925,36,6156
34008,36,17096
33640,36,56531
33627,36,218637
3148384,36,11282
265565,36,8804
1724330,36,4711
51332,35,3642
50773,35,11421
4496,35,518596
4397136,35,24974
399468,35,141551
38977,35,23200
37031,35,5084
35360,35,33902
35100,35,10172
34130,35,10344
3390528,35,45736
33787,35,27303
33314,35,204928
131762,35,8830
12610472,35,5872
887333,34,14820
885509,34,7367
6296852,34,14554
49918,34,2525
43494,34,164067
42436,34,8088
397648,34,112195
38654,34,48758
3760,34,13104
35963,34,23022
35928,34,5912
35814,34,27725
34057,34,32732
33143,34,553646
221822,34,36361
221460,34,10107
12584472,34,29244
794035,33,97869
52032,33,29932
39187,33,74658
38817,33,17290
37238,33,9291
34544,33,100431
33317,33,13603
32870,33,8568
12621024,33,7595
12609024,33,4293
82965,32,15978
6299872,32,28267
41756,32,5626
40580,32,15323
38609152,32,5309
36697,32,10291
34087,32,51946
32968,32,7435
3180396,32,9699
169630,32,42760
133901,32,4388
12645720,32,8362
97600,31,2471698
65914,31,7211
423461,31,138624
38813,31,1822
38614,31,91992
38310,31,29995
34354,31,35900
32981,31,3038
32861,31,31841
1690178,31,8257
13474624,31,41890
12609248,31,6516
1058847,31,1828
8559712,30,901915
528696,30,112051
4721872,30,657270
41248,30,2721
37715,30,48342
37038,30,36498
36714,30,36473
36662,30,4080
34003,30,22247
33708,30,5161
282399,30,31374
2519864,30,15568
165876,30,102477
12618416,30,19137
8466,29,5251
8432544,29,51764
794036,29,93908
71129,29,58028
38945,29,25453
37807,29,68824
36813,29,19201
35978,29,127727
35975,29,37314
35125,29,1671
3277028,29,38118
12642136,29,26796
104816,29,12688
10424048,29,104129
9490112,28,1673
820628,28,10937
816891,28,144027
538548,28,82347
50068,28,47103
437272,28,325118
41271,28,3804521
40946,28,5198
39781,28,325811
38599,28,3110
38564,28,5978
38534,28,3505
37640,28,78232
36775,28,20314
35986,28,43644
35813,28,828681
35666,28,33559
34056,28,2252
33747,28,2562
33500,28,6172
3347774,28,2469
208599,28,4823
148871,28,14944
12609240,28,7440
12488864,28,90931
8470536,27,43632
6324228,27,13834
6296820,27,5978
50089,27,515957
43492,27,110651
34497,27,2789
33979,27,10166
33513,27,190537
32808,27,34336
204223,27,8562
15880,27,4361
13331968,27,5085
10438,27,143895
638207,26,32570
49414,26,3419
42060,26,11176
40577,26,5052
38563,26,158380
37621,26,12713
35574,26,338548
34078,26,4704
33955,26,3017
33714,26,279224
33706,26,5068
3357670,26,2244
33512,26,18237
3154304,26,9496
26131,26,13225
205340,26,5364
172736,26,3602
1693846,26,1371438
13278928,26,86206
13113984,26,10280
12592080,26,27308
1123294,26,8832
8559656,25,25439
847373,25,2930
819585,25,16803
6317828,25,7797
53897,25,5053
51328,25,16922
430687,25,23144
42031,25,5729
415653,25,3324
41314,25,8458
38300,25,7652
38114,25,104970
36725,25,11496
35960,25,12343
35408,25,7398
33934,25,530169
33761,25,7977
33691,25,8285
33149,25,74799
3169130,25,1884
277745,25,7452
1579206,25,2670
141615,25,4788
12584256,25,14150
1219946,25,6543
1069955,25,56053
54473,24,20736
49319,24,37388
44985,24,24670
40732,24,8839
39258,24,8277
37976,24,20679
37529,24,24264
37463,24,334807
36843,24,4577
36001,24,4069
35988,24,3210
35950,24,86174
35395,24,3593
35116,24,1686250
34993,24,17301
34461,24,393578
3437436,24,4089
34311,24,5565
34098,24,5489
33710,24,21894
33211,24,38716
33036,24,36669
3180802,24,5381
3161400,24,35098
205350,24,5994
1574967,24,76646
143810,24,19144
14226728,24,3807
13619064,24,1622
12988792,24,3245
107664,24,9797
906418176,23,2924
862930944,23,6862
829932,23,4073
821759,23,5293
816329,23,20786
6126968,23,36856
448150,23,11054
43495,23,36369
43113,23,26368
39780,23,22512
37969,23,4324
37696,23,6569
36902,23,4958
36033,23,31489
35646,23,3926
34530,23,47092
34428,23,11774
34104,23,522068
34026,23,6960
33763,23,37768
33279,23,67962
32917,23,738348
264509,23,1728248
1581056,23,6273
1123295,23,3287
8950192,22,11964
819403,22,18590
814247,22,66055
69962,22,25407
679597,22,2217
66716,22,41434
51921,22,3629
42562,22,16344
425222,22,8648
423691,22,392394
41995,22,93868
41847,22,30864
37433,22,3014
37214,22,3555
36559,22,3793
35943,22,3421
35154,22,22383
34554,22,4860
33526,22,30862
33437,22,25699
22872,22,3064
1676110,22,5300
165878,22,7365
13545504,22,3336
12602120,22,2416
8515016,21,5272
84728,21,4785
837320,21,30044
816887,21,1756
673558,21,118826
4279824,21,4811
42109,21,167211
42025,21,4275
41937,21,3305
407176,21,59126
39815,21,8846
38954,21,668952
36808,21,70657
35999,21,4948
35961,21,19750
35872,21,42793
35215,21,3046
35150,21,20457
34964,21,3586
34958,21,4053
34413,21,21515
34093,21,2348
34089,21,1898
34059,21,9471
33711,21,4652
33156,21,8094
33093,21,6497
32909,21,3130
265518,21,2742668
24791,21,7556
1633781,21,134463
9576,20,5829
819474,20,66448
77211,20,1483
67904,20,3761
538547,20,34146
480886,20,51415
43755,20,26391
41992,20,12997
410757,20,8682
40590,20,461344
39998,20,9142
38500,20,3062
37884,20,5712
36312,20,5503
36228,20,9476
35965,20,96767
35768,20,21592
35182,20,35583
34434,20,4977
34044,20,92943
33503,20,56308
33355,20,44910
33223,20,11679
33151,20,5698
3312232,20,58829
212607,20,3508
1632146,20,4478
14798,20,21260
142021,20,11428
13592352,20,10962
132427,20,10892
12642208,20,7688
12621016,20,2677
11115200,20,7477944
103871,20,4459
887331,19,4061
86822,19,12071
859947,19,3852
823004,19,7337
821279,19,20371
72183,19,2642
550931,19,3854
51220,19,1414
42618,19,6347
42378,19,22422
407178,19,4605
39878,19,12408
39010,19,9326
38597,19,7196
38407,19,821040
37358,19,26748
35351,19,18465
34234,19,37436
34135,19,1380
338916,19,593471
33520,19,23238
33008,19,52367
32951,19,191445
212610,19,6760
1952284,19,2245
19476,19,52025
18832,19,249559
18609,19,3741
1738360,19,3400
1662799,19,1874
16473,19,18673
137431,19,3828
131000,19,10771
13069576,19,1557
13065776,19,5120
12702,19,87949
12610496,19,1404052
12610408,19,2675
12603456,19,1152
104561,19,2057
8559720,18,1299
829425,18,66359
819488,18,1073
49957,18,6472
43500,18,37823
423642,18,28595
421243,18,3542
4195728,18,1764
41940,18,3571
40274,18,1911
4027,18,38097
37728,18,2894
36719,18,3929
35964,18,42236
35575,18,9937
34127,18,2871
34005,18,3078
33986,18,6987
33658,18,68504
33231,18,3110
32966,18,7724
265561,18,14304
20879,18,19357
1683953,18,3740
145672,18,1191
133572,18,1131136
13108160,18,1161
13104536,18,3777
127299,18,982
12600344,18,2952
103906,18,3859
830201,17,17062
67570,17,1703
538544,17,4625
51330,17,4640
50876,17,4624
40420,17,38517
38643,17,4196
37972,17,1496
37894,17,13392
37659,17,82108
36984,17,3074
36713,17,31098
35974,17,34905
3554912,17,15966
344672,17,6010
34362,17,13501
34095,17,958
34001,17,1822
33666,17,5509
33521,17,4216
33510,17,2651
33441,17,1500
33118,17,8368
2187704,17,8280
204437,17,4238
1702483,17,9638
1661993984,17,5218
13711544,17,4805
13474848,17,1238
12713992,17,8403
12602880,17,1295
12594168,17,54364
8559776,16,4300
844121,16,1612
76050,16,22799
690631,16,388284
51345,16,1694
49863,16,20696
43196,16,1408671
42486,16,54962
419272,16,2187
41290,16,10012
41040,16,25594
40643,16,3110
40641,16,1569
40351,16,3361
398270,16,2241
38993,16,1412
38600,16,3343
38098,16,1869
37620,16,37123
36387,16,1078
35192,16,51239
34992,16,1220
34352,16,11018
34340,16,4384
34083,16,1566
3327188,16,1810
33133,16,10923
33126,16,43020
32873,16,19003
205343,16,6275
169459,16,954442
1673376,16,7485
1588068,16,231287
1355264,16,15895
133900,16,6705
13311520,16,1669
110910,16,12392
107169,16,1116
848246,15,3161
81237,15,4235
794037,15,1979
50096,15,11543
49663,15,5244
43178,15,8303
418409,15,5644
41741,15,6765
41739,15,102021
415637,15,884
38604,15,5358
38090,15,125407
38085,15,9236
37606,15,8106
36507,15,2534
36353,15,18733
35482,15,843302
35368,15,3517
35277,15,7576
35145,15,16550
3413902,15,2806
34072,15,796
34019,15,32562
338996,15,4677
33351,15,5369
328574,15,198691
283703,15,11741
24816,15,1622
246715,15,52112
215645,15,851
205349,15,3092
1638816,15,20006
1394,15,2048
1355281,15,15917
13302048,15,19423
13022920,15,2876
13010344,15,13450
12991488,15,1196
12642248,15,5342
12617608,15,121678
12605560,15,48889
12488872,15,860
105376,15,9146
8559792,14,949
819510,14,16106
79422,14,19855
794040,14,8628
788262,14,30065
7081392,14,4893
705676,14,48982
6686436,14,1462
538553,14,35912
49495,14,3866
43678,14,3144
42488,14,2452
41880,14,55229
40796,14,2617
407181,14,1400
40302,14,891
39887,14,6068
397081,14,716
38986,14,3629
38612,14,10210
38288,14,3374
37510,14,676
36953,14,1693
36172,14,1712
36066,14,2571
35809,14,9225
35376,14,8458
35276,14,12760
34148,14,2257
34114,14,1350
34061,14,1092
33650,14,2847
33489,14,6061
3261626,14,23723
214604,14,1215
1801850,14,3177
17975,14,14020
1662357,14,1467
141725,14,3898
13653832,14,754
13562920,14,3011
13244752,14,8430
12703,14,4071045
12622400,14,783282
1233308,14,1372
11834672,14,1291976
1151000,14,28663
10175744,14,2040
9489984,13,6383
851082,13,5142
81331,13,1313
71888,13,732
6295748,13,2094736
575489,13,120182
53560,13,1329
45456,13,134419
407488,13,2627
40373,13,9778
40331,13,2241
40035,13,1202
39890,13,23404
393960,13,3402
37788,13,5025
37385,13,2148
37382,13,44602
36556,13,1614
35717,13,21284
34524,13,4215
33429,13,5576
33340,13,2839
33199,13,11599
33167,13,24961
33140,13,4046
33137,13,4418
33037,13,38854
3267400,13,1520
25208992,13,1029
1730965,13,597607
1696481,13,36932
15512,13,2039
152489,13,3424
13471424,13,2903
13050248,13,6949
13022688,13,3279
12981936,13,680
12607080,13,2502
9468504,12,2005
824168,12,1706
819475,12,1035
81142,12,3592
6640924,12,4054
6545260,12,40246
575483,12,53458
52326,12,591
51356,12,599
51336,12,1137736
4999744,12,1222
4378680,12,24888
430038,12,2312
428947,12,2111
41416,12,1353
41062,12,695
40283,12,3874
37685,12,1633
36833,12,4608
36489,12,30683
36098,12,2462
35737,12,9569
35678,12,179821
35522,12,1803
35375,12,1612
34116,12,2105
34115,12,2353
34071,12,10563
33991,12,11016
33724,12,9125
33463,12,24516
33416,12,2366
33395,12,1606
33130,12,1005
33128,12,2286
32777,12,2474
3148528,12,3651
3087608,12,614
304753,12,1441
21592,12,2323
210781,12,2050
209637,12,898
18569,12,70187
169409,12,41015
159601,12,344690
1576512,12,978
147581,12,3953
141500,12,6087
13711384,12,5663
13388720,12,10358
13300640,12,7171
132491,12,10066
131763,12,3480
13018000,12,2084
13001560,12,155749
12991384,12,624
12704536,12,24501
12596280,12,18603
12586072,12,2584
110964,12,3911
8950176,11,15423
8559744,11,916
833786,11,1016
75216,11,517346
6675196,11,3452
6298144,11,4945
493543,11,35001
42482,11,1085
41846,11,39267
41845,11,1495
41327,11,13031
39173,11,10803
38815,11,5701
38459,11,1230
38314,11,1103
37845,11,7850
34143,11,996
3412818,11,37899
34088,11,12074
34075,11,778
34064,11,3125
34021,11,7684
34004,11,4201
33779,11,1980
33767,11,32882
336782,11,34888
3332752,11,1237
33188,11,8910
32886,11,7864
24879,11,8830
206962,11,2496
174813,11,803
1592994,11,1388
1576514,11,1411
140779,11,142786
13545488,11,2678
13002392,11,1885
12998048,11,66207
12991272,11,2360
12633056,11,3597
12622184,11,2000
12617680,11,4895
12602736,11,1965
12592088,11,1312
10775264,11,4714
8950184,10,4135
845107,10,1301
836452352,10,675
835350,10,448
827633,10,4795
819490,10,1904
70461,10,9784
6912124,10,17400
66397,10,5318
6390136,10,1944
595776,10,43220
56185,10,9972
52039,10,382528
51334,10,793
50140,10,12156
49835,10,2771
4533328,10,43156
435719,10,6787
43164,10,7524
42145,10,26160
41760,10,12140
41289,10,605
41288,10,2363
41005,10,2308
40941,10,6805
407182,10,1282
40512,10,18356
40324,10,1927
39069,10,52403
38955,10,2013
38113,10,4861
37785,10,8332
37426,10,1928
36988,10,2250
36777,10,886
36658,10,500
36365,10,3322
36116,10,1714
35945,10,10404
3444482,10,261837
34433,10,23296
34359,10,4887
34110,10,644
34102,10,1096
33688,10,2577
33629,10,521
33468,10,5565
33430,10,1092
33398,10,25283
33162,10,935
33120,10,1254
33051,10,9386
3155372,10,120052
30346,10,58677
294950,10,29537
